movie,sentence,score
교섭,집에서 밧는데 돈주고 보러간 사람들 억울하겟다... 최악,2
마루이 비디오,일단 쓰잘떼기없지 장면들 하나하나가너무 길어요 뭔가 나올것 같은데 결국 나오지 않는 장면들이 많아 지루했고개연성도 부족하고 뭔가 아쉬운 영화였어요 조금만 더 손보고 신경썼으면 대작이 될 수도 있었는데 랑종이나 곡성의 3분의1정도?밖에 역량이 안나온 것 같습니다 스토리는 너무 진부했음ㅜㅜ배우들 연기는 좋았습니다 고생하셨어요,6
스마트폰을 떨어뜨렸을 뿐인데,"아니;; 주인공 포함 주변인들이 너무 빡대가린데;;지 절친을 의심하질않나;일잘하는 직원을 의심하질않나;;누가봐도 의심스럽게 다가와서 단골행세에,지 좋이히는걸 대놓고 주고;;아무리 상황이 그래서 의심을 했다하는데너무 단순한거 아냐? 사람이?",2
공각기동대,그시절 어떻게 이런 생각을 다했지?? 대단한 사람이다.,10
동감,은성과 한솔은 진짜 용이를 배신한건지 아님 용이혼자 오해해서 사라진건지…예매해서 너무 궁금하네요 ㅠㅠ,4
아바타: 물의 길,발전의 시간,9
더 퍼스트 슬램덩크,후속 해야함,9
유령,배그?,5
교섭,기대 망,5
서부 전선 이상 없다,쓸데없는 내용이 너무 많이 들어가있다. 그리고 그냥 평범하다. 다른 전쟁영화들과 비교해서 뛰어난 부분은 없다. 영화는 아니고 드라마지만 전쟁관련 최고의 작품은 &amp;#39;더 퍼시픽&amp;#39; 이다.,4
바빌론,생각보단 볼만했어요,7
카운트,"뻔한 서사라고 말하지 마라. 첫 주연을 맡은 진선규는 반짝반짝 빛나면서 극을 이끌고 오나라, 성유빈 등 조연 라인업도 화려해서 연기를 구경하는 재미가 가득했다. 경기 장면도 제대로 구현해서 박진감이 있다.",10
다음 소희,영화 제목값,7
두다다쿵: 후후섬의 비밀,귀여워요,8
서치 2,1편보다 좋았어요,8
타이타닉,4k 계속해주세요,10
앤트맨과 와스프: 퀀텀매니아,마블은 진짜 죽었다,6
카운트,시간가는줄모르고 재밌게 봤습니다~~,10
스마트폰을 떨어뜨렸을 뿐인데,"와...간만에 졸지 않고 몰입해서 영화 다 봤네요.  매번 영화 틀고 잠들기 일 수 였는데..천우희, 임시완 두분 다 좋아해서 찾아 봤다가ㄷㄷ재밌어요. 두분 다음에는 로맨틱코메디 같이 좀 해주심 안돼요?ㅠㅠ보는 내내 소름이 계속 돋는데..그래도 많이 무섭진 않으니까..완전 잔인한거 기대하시는 분들은 재미가 반감 될꺼 같고..그냥 스마트폰 매일같이 하는 현대인으로써는 상당히 경각심 느끼게 해주는 영화라..많이들 보시고 범죄 노출에 예방 되시길 바래요. 많이들 보세요~",10
서치 2,이정도면 3편이 나올 가능성 충분한듯,7
인생,채널 돌리다 우연히 보게된 이 영화.. 간만에 정말 훌륭한 영화를 만났다!,10
봉오동 전투,유해진은 못하는 연기가 없는건가? 북한말 ㅈㄴ 잘해 액션도 지려 얼굴도 잘생겨(?),10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",보다가 눈물도 나고 정말 좋았는데 개인적으로는 마지막에 여주가 원본 보고 눈물을 흘렸으면 더 좋았을뜻,8
카운트,재밌게 잘 봤어요. 실화라서 더 감동적이었어요,10
카운트,실화내용인지도 모르고 진선규배우가 주연이길래 본 영화였는데 생각보다 너무 재밌게봤습니다. 이런 영화는 제발 잘 되길..,10
교섭,샘물교회에 대해서 안좋은 감정 가지고 있는 사람들 많은건 이해 가는데 샘물교회 싫다고 1점 주는 정박아들은 도대체 뭐냐? 영화가 샘물교회 옹호하는것도 아니고 휴머니즘에 대해서 논하는 영화인데. 그리고 애초에 제일 나쁜놈들은 탈레반인데 탈레반 쌩까고 피해자들 욕하는것도 좀 이해안가네.,9
교섭,한국영화는 남한것들한테 보여주지말고 바로 해외에서 개봉해라 남한것들은 한국영화 볼 자격이없다 ,10
TAR 타르,무서울 정도로 소름돋는 연기력,8
교섭,재밌는데 점수가 왜이러지? 개독 샘물교회 사건 잊지말자 ㅎㅎ,10
교섭,개독들은 없어져야 함 진짜 ,6
영웅,ㅋㅋ 국뽕하고싶었다....,2
바바둑,스토리는 별 거 없을지 몰라도 점프스케어 빼고 공포감 조성 굉장히 잘했음깜짝 놀래키기만 하는 영화는 끝나고 으스스함이 오래가지 않는데 이런 영화는 계속 찝찝함바바둑이 과연 갑자기 등장한 괴물이었을지 어머니의 갖은 스트레스로 형성된 내면의 어두움일지 의문임,8
스마트폰을 떨어뜨렸을 뿐인데,아 괜히 본듯... 연기는 엄청 잘하는데.. ㅠ 배우분들이 아깝다..,2
치히로 상,이걸 왜 새벽에 봐가지고.. 생각이 많아져서 잠이 안오네요.,10
카운트,시간 훅 갔네 개그도 잘치고 감동도 받음 이거 롱런했으면,10
스마트폰을 떨어뜨렸을 뿐인데,보는 내내 답답....,8
케이스 39,오... 솔직히 진부한 스토리인줄 알았는데 르네 젤위거 연기는 말할 것도 없고 아이도 되게 소름끼치게 행동하고 재밌었어요. 공포영화 잘 못 보는데 한번 조금 놀랐던거 빼고 흥미롭게 봤네요.,10
여인의 향기,이 영화를 모르고 산 세월이 아쉽다!,10
교섭,샘물 교회 가 한짓이 얼마나 멍청하고 미친짓인지 설명하는 내용일줄 알았는데 이일로 국가가조롱거리가 된것도 안나오고실망 ,2
몬스타엑스 : 더 드리밍,사랑한다 몬스타엑스,10
육사오(6/45),"영화보는 내내 찐으로 웃고싶은 사람, 망설이지말고 무조건 보세요너무웃겨서 배아파요 고경표 이이경 배우 사랑합니다",10
스마트폰을 떨어뜨렸을 뿐인데,평점 너무낮네 스릴러는  스릴러로봐라,10
치히로 상,고레에다의 잔잔함 ㅎ호,8
두다다쿵: 후후섬의 비밀,제 점수는 10점입니다.,10
앤트맨과 와스프: 퀀텀매니아,제 점수는 10점입니다.,10
카운트,제 점수는 10점입니다.,10
서치 2,제 점수는 10점입니다.,10
겟 스마트,"그냥웃김. 저질유머, 섹드립, 인종차별 그런거 없이 바보연기와 깔끔한 스토리로 재밌는 걸 보여준 수작영화",8
마루이 비디오,뭔가걍그저그럼영화관가서볼정도아님,4
괴짜들의 로맨스,연출 엄청 특이해,8
유체이탈자,소재가 엄청 특이해요,8
태일이,꼭 봤음 좋겠어요 많은 사람들이,10
아이언맨,로다주 진짜 멋지다 최고,10
앤트맨과 와스프: 퀀텀매니아,재밌어요,8
47미터 2,하.. 진짜 상어야 어지간히 해라;; 이거보고 상어혐오증 걸렸음.. 상어 싹다 잡아 죽여서 멸종시켜야됨 ,7
담보,"뻔하다는 혹평이 많네요.당신들은 부모님의 뻔한 사랑을 한순간도 잊지않고 살아가나요??부모님, 할머니가 많이 생각나게 해준 영화네요.",10
앤트맨과 와스프: 퀀텀매니아,스토리는 그럭저럭 괜찮은데 CG가 너무 난잡하게 들어가서 한 눈에 집중하기 힘들고 중간 중간 잠 오는 부분이 많음. 영화관에서 보는 거 비추천이요. 돈 아까움 ㄹㅇ로,3
트루먼 쇼,태어날 때부터 모든 것이 짜여진 세상에 살던 사람의 꿈이 모험가라는 사실이 너무 역설적이고 뭔가 소름 돋는다.,10
마루이 비디오,개미쳤어요 그냥 와 ..진짜 집가서 못잤습니다..ㅠㅠㅠ,10
스마트폰을 떨어뜨렸을 뿐인데,경각심을 가지게 되는 영화ㅜ 배우들이 연기를 넘 잘해....,10
포레스트 검프, 제 인생 기억에 남을 영화네요.너무 감동적이면서 재미있는 영화였습니다.,10
폭풍전야,"스토리 전개, 마술적인 요소, 소재 참신한데. 자극적인 요소들이 있길래 관련 정보를 찾아봤더니. 아.. 포스터보고 지나치기만 했지 이런영화 있는줄 몰랐네요. 애절한 한국 역대 사랑영화 탄생할뻔. 좀만 더 잘 만들었으면. 아숩. 여주는 다른사람 쓰지… 그녀를 보고있음 영화라기 보다 뮤비같음요. 글고 그녀의 얼굴에서 자구 엄정꽃이 보임. 나만 그런거임?",8
교섭,"국가에서 가지말래도 몰래 기어들어가서 국력,인력,세금낭비 그럼에도 반성없이 뻔뻔하게 살아가는 그들!",2
트랜스,하아..음..쓰읍..,2
루시,"아니, 이 역대급 대작이! 평점이 7점대 뿐이 안 돼?",10
다음 소희,가슴이 너무 먹먹하다.. 그저 이 영화를 되도록 많은 사람이 봤으면 하는 생각이 들었다.,10
TAR 타르,케이트 블란쳇의 명품 연기,8
블레이드 러너,"인간에게서 경멸을, 그리고 레플리칸에게서 연민을 느끼게 된 것은 왜일까.. 80년대 영화라는 사실이 믿기지 않을 정도로 잘 만들어진 영화였다..",9
앤트맨과 와스프: 퀀텀매니아,페이즈5의 시작이지만 임팩트가 없는 캉과 비약한 스토리와 연출,7
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",주인공의 이미지가 스토리를 감동으로 만들어 준. 울줄 몰랐는데 엄청 울었다. ,9
마루이 비디오,"별 생각 없이 갔는데, 생각보다 재미있었다.",7
스위치,저출산시대에 꼭 필요한 영화,10
어쩌면 우린 헤어졌는지 모른다,노잼. 이걸 왜 보고 있어야 하는지 몰라 버티기 힘들었다.,1
다른나라에서,이자벨 위페르 배우님 뒷태에서 한국 아줌마의 느낌이ㅎㅎ어디 좋은데 가십니까?,10
치히로 상,말하지 않아도 상상이 되는 치히로의 인생가족이 아닌 감정이 공유되는 사람들에게 치유을 안겨주는 치히로..꼭 가족이 아니어도 괜찮다. ,10
비상선언,이 대배우들을 모아놓고 이게 무슨일이래..,4
타이타닉,스크린으로 꼭 보고 싶어서 봤어요.. 3d인게 좀 아쉽긴 하지만 그래도 역시 명작은 명작입니다 !!!,8
TAR 타르,그냥 역시 케이트다. 최고,10
카운트,기대 안하고 봤는데 괜찮았음! 실화라니ㅜㅜ,10
서치 2,그레이스는 진짜 남자 복이 없네. 그렇지만 사랑하는 딸이 있으니까! 몰입감 최고! 진실이 드러날 때마다 긴장감이 고조된다.,9
서치 2,스피디한 키보드 터치음에 더해 리얼하며 스릴넘치게 추적한다. ,7
카운트,가볍게보러갔다가 시간가는줄모르게 몰입하고 보고옴.재밌습니다,8
서치 2,전편에서도 느낀건데 참 BGM을 잘 사용함,8
"안녕, 소중한 사람","어느 인터뷰에서 죽기 직전에 마지막으로 무슨 영화를 보고 싶냐는 질문에 이동진은 삶이 2 시간 남았는데 영화를 보고 싶지는 않다고 했다. 그 상황에서 영화를 보는 대신 가족이랑 시간을 보내고 싶어할 부류와 하나 다를 바 없는, 전위와 상수를 빛나게 하는 숱한 변수 중 한 명으로 나는 아직 객석에 앉아 있다. 국경을 지나며 잠든 H?l?ne을 대신해 창 밖을 구경하는 건 관객이다. 언제고 가장 보고 싶은 영화는 만추 같은 게 아니라 Godard의 죽음이 녹화된 CCTV 영상이다. 투신 자살에 실패한 사람들의 인터뷰에서는 다들 뛰는 순간 후회했다는데, 인간이 죽음 앞에서 벌벌 떨면서 어떻게든 더 살아 보려고 아등바등하다가 죽는 게 아니라 죽음의 주체가 되서 위엄 있게 죽는게 정말 가능한지 궁금하다. 영화는 미래를 보여 주지 못한다.",8
지퍼스 크리퍼스: 리본,보신 분들 평점 좀 써주세요,10
이상한 나라의 수학자,잘 나가다가 갑자기 구린 마무리ㅜㅜ ,6
성난 변호사,"잘나가다 후반부에 힘이 쫘악 풀려버린다,도무지 납득안가는 해결.. 특히 김고은의 연기는 몰입을 방해하는데 크게 한몫한다. 이선균의 연기가 영화를 살림",4
집결호,친일 할래 친중할래 난 친일,1
앤트맨과 와스프: 퀀텀매니아,최근 마블 작품들 중에서는 제일 낫고 재밌었던 작품. 화려하고 이쁜 양자세계가 인상깊었음. 캉의 디자인과 연출은 되게 좋았지만 캉이 생각한 것 보다 많이 나오지 않아 조금 아쉬웠고 다음에 나올 더욱 강한 캉의 모습이 기대되게 만듬. 모독이 개그캐로 소모된게 아쉽지만 마지막에 모독과 행크의 개미가 없었다면 앤트맨 가족들은 캉한테 졌을 듯. 행크의 천재양자개미들이 정말 사기인 듯 ,10
교섭,재미읍당,3
카운트,큰 기대없이 보러 갔는데 넘 재밌게 보고왔어요,10
유령,감동 그자체~,10
담보,"재밌고 감동 가득, 배우들의 연기도 최고!!",10
이터널 선샤인,"과거에 헤어졌지만 그래도 괜찮다. 그대와 함께라면,,, 그대의 모든 결점을 감싸안아줄 수 있기에",10
교섭,그냥 딱 공조3 느낌임..,4
크라이시스,별 기대없이 봤는데 흥미진진해요. 배우들 연기 다 좋았구요.올드만은 악역과 정의로운 역이 다 어울려요.우리도 더 이상 마약 청정국이 아니라는데 경각심을 가져야겠어요,9
서치 2,12년만에 가정폭력으로 부터 해방된 모녀 ,8
자백,잘만들었네요 내용도 신선하고,10
여인의 향기,다시봐도 멋진영화 입니다 인생에 한번은 꼭봐야하는 영화라고 말하고 싶네요 말로표현하기는 아까운영와 가슴으로 느끼세요 영상으로 인생을배웁니다 알파치노      ,10
세자매,죽어도 사과 안하는 가정폭력범 아빠와 그런 아빠를 품어주는 엄마 딱 우리집 이야기다 내가 유치원을 다니던때 아빠의 외도와 폭력성 때문에 불안장애가 생겼고 아직도 나를 괴롭힌다 영화 속 세자매는 아빠를 품었지만 난 아빠를버릴 것이다.,10
프렌치 디스패치,한 권의 특별한 잡지를 발행하는 기분,7
백두산,이해준 너는 아웃... 감독하지마라 ,6
상견니,영화만으로는 아쉬운 마무리,6
바빌론,저속하지만 화려하고 아름다우며 감동적인 영화,9
동감,원작이 너무 넘사라 좀... 아쉽긴 하다... 근데 여진구... 귀여운 연기 잘 어울리네 ㅋㅋㅋㅋ 충격이다 ㅋㅋㅋㅋ,5
애프터썬,"보여주고 싶지 않아서, 보여주지 않아서 알지 못했던 것을 비로소 알게 되었을 때 찾아오는 감정들",10
인플루엔자,"군인들이 땅을 어떻게 해야 잘 파는지 며칠을 갈굼당한다치면,,간호사는 땅에 어떤 토질이 있는지 자갈형태는 어떤지, 그거에 해당하는 도구는 무엇무엇이 있는지 왜 몰랐냐고,, 내일은 그 토질에 적합한 날씨가 맞는지 아닌지 왜 모르냐고 1년을 태움당하는겁니다. 군인과 결이 다른 직종입니다,, 물론 군인도 어려운 부분이 많겠지만 간호사 일을 안해보신 분들이 비교해서 댓글다시는건 좀...",10
서치 2,서치1 보다도 훨씬 재밌습니다. 오랜만에 심장 쫄깃해지는 영화였어요,10
타이타닉,시간이 흘러도 바래지 않는 감정,8
타이타닉,98년 개봉때 고2때 보고 이번에 3D 재개봉까지 12번정도 봤는데… 봐도 또 봐도 재미와 감동과 웅장함이 여전하네요,10
타이타닉,98년 개봉때 고2때 보고 이번에 3D 재개봉까지 12번정도 봤는데… 봐도 또 봐도 재미와 감동과 웅장함이 여전하네요,10
앤트맨과 와스프: 퀀텀매니아,재밌긴한데…,7
다음 소희,냉정한 사회에 파묻힌 분노와 슬픔,7
스마트폰을 떨어뜨렸을 뿐인데,킬링타임으로 가볍게 보는거 좋아하는 사람한테는 만점임…그렇게 길지도 않고 스토리 안어렵고 캐릭터랑 배우도 잘 어울린다고 봄…쫄리는 맛으로 보는걸로 꽤 괜찮음 평점의 낮음은 스릴러가 원래 좀 스토리는 단편적임 난 만족 재밌음!,10
영웅,"도요토미 히데요시 : 이번 조선과 명국 정벌이 실패로 돌아가도 그것으로도 괜찮은 일이다. 100년 뒤 500년 뒤 1000년 뒤 또 다른 내가 나타나 대일본국의 야망을 이룰 것이기에...도요토미 히데요시는 이순신장군이, 이토 히로부미는 안중근장군이 막아냈다.",10
마루이 비디오,20살 남자입니다. 내용도 감동도 없고 재미도 없고 무서운 것도 모르겠고 그냥 개 노답입니다 제가 영화감상을 잘하는 건 아니여도 랑종은 괜찮다는 의견을 기준 하에 말하면 이건 최악입니다. 보는 내내 개노잼이라는 생각 밖에 안 했습니다,1
고백,??... 결말 무엇 전하고자 하는 메세지는 알겠다만처음부터 사실대로 말하지 .. 바보같음,1
서치 2,1편만큼이나 긴장감 있고 재밌네요. 볼수록 컴퓨터 화면만으로 연출한 것이 신기하고 감각적이어 보여요.,7
유령,왜 5인이 선택된건지 알수가 없다.누구라도 아는 분은 답좀...,4
더 퍼스트 슬램덩크,여때까지 소중하게 지켜왔던 맘잘보여요 스탭들 의 열정이 느끼고만화 보니까 내용이 알아도 긴장감장남아니었어요 잘 봤습니다:),10
카운트,솔직히 기대안하고 봤는데 넘 재미있고 감동적이었어요 진선규님 연기 역시 믿고 보는 영화 ~ 많은 분들이 봤으면 하는 영화네요,10
헤어질 결심,마침내 미결로 남을 결심이 너무도 아름답다,9
신들의 전쟁,보면서 생각나는게 재밌게 보았었던 유명 명작 영화 300 배경 분위기 비슷하면서도 음침한 공포 분위기와 고대 그리스 신화 소재 만든 영화 타이탄 1편과 2편인 타이탄의 분노 이영화들이 생각나기도해서 보는데 좋네요. 배우들 연기도 좋고 전개와 진지한 여운이 남는 영화네요. 새로 이어지는 후속편 나오면 좋겠습니다 ,10
TAR 타르,케이트 블란쳇의 연기의 힘 때문인건지 실존 인물이 있다고 착각하고 봤어요.매번 다른 모습을 보여주는 케이트 블란쳇에 또 한번 놀라고 나왔습니다.,8
교섭,차라리 이 소재로 미션 임파서블처럼 전혀 다른 액션 판타지를 만들었다면 대박이 터졌을 텐데 그냥 피랍되고 교섭하고 돈 주고 이게 끝이라니 너무 밋밋함을 느꼈다.,10
카운트,잔잔하게 보기 좋음~~~ 복싱부 애기들이 연기를 잘하네~~~,10
서치 2,머지머지 추리하다  몰입한다,7
서치 2,1이 줬던 신선함 신박함을 2가 계승을 잘했고 아빠랑 딸에서 딸이 엄마를 찾는 것으로 바꿔서 해서 좋았고 스토리도 1 못지않게 잘 쓴 거 같고 이런 장르를 식상하지 않게 만든 것도 감독의 능력이라면 능력.. 10대라서 그런지 몰라도 기기들을 능숙하게 다뤄서 시원시원했고 1 보다 업그레이드된 느낌이 들었다. 그만큼 기술들이 발전했다는 것을 보여주는 대목이 아니었나 생각한다. 반전의 반전을 거듭하는 스토리가 억지스럽지 않고 간결하게 이어져서 좋았지만 마지막 사건을 해결하는 방식은 개연성이 조금 아쉽지 않았나 생각했다. 다니엘 헤니는 나오는 분량만 보면 마케팅에 홍보에 너무 힘을 쏟은 느낌;; 1 감독이 시리즈의 초석을 만들어 주고 가서 후속편들이 또 만들어질 거 같은데 오래하면 식상해지는 시점이 올 거 같으니 더 좋은 IT 기술들이 나오면 그것을 토대로 만들었으면 하는 바람이 있다. ,8
카운트,올드한 분위기속 웃고 감동한다.,7
교섭,이런 잣  같은 영화는 좀  만들지마 ,1
메간,개가 튀어오르는 장면이 너무 감동적이었어요,1
블랙 팬서: 와칸다 포에버,블랙팬서는 죽었다 영원히,1
동감,"2003년도 로또 19회차 당첨번호가 6 ,30,38,39,40,43 이고 그돈으로 삼성전자에 전재산 몰빵하고 비트코인,테슬라에 인생을 걸라고 왜 말을 못해!!! 그리고 나중에 나랑 반땡합시다.라고 했으면 해피엔딩일텐데 아쉽…",6
교섭,용두사미. 교섭관이라고 목숨걸고 갔는데 당최 한게 뭔지...;;,2
스마트폰을 떨어뜨렸을 뿐인데,"진짜,  평잠높게주능사람은 팬이거나, 영화제작사관련임 ㅋㅋ 개연성 개나줘버럈어 ㅋ존나 고구마 임",1
부기,아 신라면 그렇게 끓이는거 아닌데,2
카운트,이 맛에 한국영화 본다~,8
서치 2,와 연출 대박이다 서치1도 봐야지,8
그레이 맨,잘나가다가 막판에 버린 영화. 단 2명이 중무장한 수백명을 이기는 말같지도 않은 스토리는 이제 그만 좀 해라. ,6
마루이 비디오,별점 많이 준 사람들은 영화 관계자인가?살다 살다 이렇게 개노잼 영화는 처음이다.못 믿겠음 봐 보던지,1
스마트폰을 떨어뜨렸을 뿐인데,캐릭터가 특징이라할 것이 없이 붕괴됩니다. 개연성 너무 떨어집니다. 모든 캐릭터가 아메바수준의 사고만 합니다.,2
살수,연기파 배우님들의 연기는 좋았고 조선 제일의 살수 이난의 이야기로 탐관오리와 산적들의 횡포로 울부짖는 백성들은 살아가기가 힘들고 그러던 중에 산적두목의 동생을 죽이면서 이방의 표적이 된 살수 이난은 뜻하지않게 선홍의 아들 칠복이가 죽게되면서 선홍이가 이난에게 의뢰하면서 달기와 산적 두목과의 대결 등으로 보는 재미가 있었답니다. 궁금하신 분들은 조선 최고의 살수 이난의 부활을 보고 싶은 분들은 극장으로 go go~,10
타이타닉,명작을 25년만에 4K 3D로 그것도 돌비 3D로 볼수있는 호사를 누렸다...무려 8번이나 본 영화...무슨 말이 필요할까?,10
서치 2,러닝타임 내내 지루하지 않고 재밌어요 준벅이는 천재고 엄마한테 잘해야합니다 ,10
서치 2,이정도면 훌륭한 속편,7
앤트맨과 와스프: 퀀텀매니아,마블은 엔드게임에서 끝난것같다. 앤트맨이라면 특유의 코믹요소와 도시에서의 작아지는 그런 소소한 재미가 있었는데...너무 양자의 세계로 들어가서 그들만의 리그가 되었다.,6
외계+인 1부,우뢰매 후속작인가요?,2
앤트맨과 와스프: 퀀텀매니아,이젠 정말 의리로 보는 것에도 한계가 있다… 소시민 히어로의 모습은 어디에?,5
히즈 올 댓,남주 ㅈㄴ 잘생김. 내심장퉁쾅쿵쾅 보길잘했다,10
캡틴 아메리카: 시빌 워,굿,10
마루이 비디오,재미도 없고 무서움도 없고 돈 버렸다 ,1
강남좀비,감독아 양심있으면 계좌로 5천원보내라너무한거 아니냐?,1
마루이 비디오,영화 보기 전에 영화 보다가 화장실을 가고 싶어도 못 갈 것 같은 느낌이 들어 불안한 마음에 화장실을 두 번 정도 갔었는데 가길 잘한 것 같습니다 마치 제가 주인공이 된 것처럼 몰입도가 쩔고 영화 보는 내내 쫄아 있었습니다 스토리 전개가 시간이 가는 줄 모를 만큼 좋았고 집에 와서도 여운이 남는 영화였습니다 중간에 마음 아픈 장면이 있어 울컥하기도 했고 참 많은 감정이 든 영화였습니다 다음에 기회가 된다면 또 극장에서 보고 싶은 영화였습니다 수고하셨습니다!,10
헤어질 결심,개인적으로 좋아하는 소재가 아님에도 불구하고 스토리 라인과 영상미 감독님의 연출과 배우 분들의 명연기 덕분에 홀린듯이 봤어요 너무 감동 받았고 나는요 완전히 붕괴되고 있어요...서래 언니ㅠㅠㅠㅠ 내가 그렇게 나쁩니까?? 언니ㅠㅠㅠ 안 나빠ㅠㅠㅠ ,9
서치 2,엄마….  불효자는 웁니다,9
늑대사냥,일본영화에서 보던 고어물을 한국에서 보다니 굿굿,8
서치 2,전편보다 스케일도 커지고 속도감 있는 연출도 괜찮았지만 1편의 짜임새와 극을 이끌어가는 주인공의 무게감이 그리워지는아쉬움,6
서치 2,서치1에 이어 재밌게 잘 봤습니다,9
스마트폰을 떨어뜨렸을 뿐인데,남주가 착하게 생겨서 범죄자 같지가 않음,7
교섭,잘못된 외교와 잘못된 국민성이 너므 미화 되어 보기 불편한 영화,1
교섭,미화 거짓 무슨 아는사람은 다아는데,1
애프터썬,&amp;#34;한때의 기억으로 평생을 사는 사람도 있다.&amp;#34;,9
서치 2,1과는 무관하게 재밌게 볼 수 있는 영화,7
순천,왜 눈물이 계속 나는지 모르겠음 할머니보고싶다 ㅠㅠ 천국에서행복하시죠?ㅠㅠ보고싶어요,10
밀양,하나님!! 니가 뭔데 용서를 해  내가 아직 용서를 안했는데,8
더 퍼스트 슬램덩크,이노우에 센세 더 세컨드 슬램덩크도 부탁합니다,10
스마트폰을 떨어뜨렸을 뿐인데,"몰입도 높고 재미있는데, 평점 왜이렇게 낮은지 모르겠네요. 추천합니다. ",10
마들렌,첫사랑의 풋풋한 느낌이 설레이면서 가슴을 아련해지게 만드는것 같아요. 생각지도 못한 전개로 엔딩이 어떻게 될지 궁금하면서 계속 봤습니다. 희진역의 신민아님이 너무 상큼하고 예쁘고 지석역의 조인성님은 너무 잘생겼어요ㅠㅠ 두분이 너무 잘 어울려서 더 몰입하면서 봤어요!!,10
박쥐,박찬욱  ....!!!!당신의  영화 는   보는  마약 인가?,10
파로호,천천히 들여다보게 되는 영화 전 이런거 좋습니다. 심오한 내용 반면에 담백한 연기와 연출 영화. 저예산치고 훌륭.,10
더 퍼스트 슬램덩크,쿠키있음쿠키있음쿠키있음,10
더 퍼스트 슬램덩크,농구를 하고 싶게 만드는 최고의 영화!,10
스마트폰을 떨어뜨렸을 뿐인데,개연성하고 후반부 스토리가 아쉬운 영화 ,6
동감,진구가 쉽게 무너지는 모습보며 나의 20대가 떠올랐다. 그녀가 세상 전부였지 ㅋ,8
조커,최고의 연기. 빌런에게 이렇게 감정 이입 해보기는 처음이다.,10
여인의 향기,몇번을 다시봐도....,10
서치 2,서치1 안봐도 완전 이해 가능박진감 넘쳐요 오랜만에 기분좋게 봤네요,9
늑대사냥,먼 인간들이 핏물들어있는  물풍선들임?이것도  연출이라고 나참,1
TAR 타르,케이트 블란쳇에게 압도 당했다,8
사도,볼때마다 오열..이거 보고도 안 우는 사람이랑은 말 안함,10
다음 소희,한국에서 태어난죄 ..,10
더 퍼스트 슬램덩크,아 진짜 슬램덩크 원작 애니 다 안 보고 애들이 제 스타일일 거라고 해서 봤는데 진짜 너무 재밌어요 진짜 내 인생 영화 중 하나 미쳤어요 진짜 제발 보시오 진짜 너무 재밌어 심장 개떨림 미쳤다 서태웅 사랑해 결혼해줘 제발,10
스마트폰을 떨어뜨렸을 뿐인데,그낭 그랬음… 공개 전부터 넷플릭스 코리아가 홍보 엄청 해대던 거에 비해 정말 별 거 없음,4
스마트폰을 떨어뜨렸을 뿐인데,개연성 없는 고구마만 먹이다가 억지로 사이다 먹이려는 연출을 함 답답하기만 하고 결말은 이상하고 찝찝해서 진짜 비추,1
카운트,너무 재밌게 봤어요 ㅠ ..감동적인 영화! 우리 모두 의미 있는 일을 합시다!,10
교섭,텔레반가서 알라신 믿는애들한테 예수믿으라고 할려고 갔던 예수전도사 인질 잡혔던것들은 다죽어야되는데 국민세금2천만불이나 갔다주고 예수쟁이들 니들 민폐라고 생각안하냐?하지말라고 가지말라고하면 가지말지 왜 설치는데?죽고싶어간거아님?그럼 그냥죽든가?이해가 안되네?어떤 종교이든 종교인들은 다 역겹다 혼자 조용히 믿고 혼자 천당가서 살아라 남들한테 피해주지말고!,10
스마트폰을 떨어뜨렸을 뿐인데,킬링타임용으로 딱 재밌음 ㅋ 고구마가 있긴한데 사이다만 있을수는 없으니까..재밌게 잘 만들었는데 평 너무 낮아서 좀 올려줌,10
앤트맨과 와스프: 퀀텀매니아,중간에 졸았음..쿠키영상이 가장 좋았음,6
스마트폰을 떨어뜨렸을 뿐인데,넷플릭스 치곤 볼만했을 뿐이다 조금 아쉬운 영화,8
스마트폰을 떨어뜨렸을 뿐인데,영화 보는 내내 답답하고 짜증난다. 꼭 보지말라고 평 남긴다. 제발보지마라. ,2
더 퍼스트 슬램덩크,영화보다가 옆자리 친구보고 깜짝 놀랐다. 언제 우리가 중년이 되었네.,10
나비,완전 B급 영화네요 ㅜ보다말았어요,2
헤어질 결심,난 이해가 안되는데 이런 영화가 2백만도 않됀다고? 범죄도시 같은 영화는 천만이 넘고? 우리나라 관객 수준이 이거 밖에 안돼나?,10
서치 2,완전 재밌게 잘 봤습니다,9
앤트맨과 와스프: 퀀텀매니아,그냥 그럭저럭 나쁘지않게 봤어요,7
외계+인 1부,재밌는데 평들이 왜이래 이해 못하면 재미없을수도.. 이해하면 개꿀잼임,10
악인전,연쇄살인마를 조지고 싶어하는 형사와 조폭두목의 분노연기가 매우 인상적임,10
카운트,진선규의 최초주연작 조우진도 단독주연작을 찍었으니 이젠 진선규 차례인가?,7
견자단의 용호무사,견자단...지존무상,7
가재가 노래하는 곳,스릴러 매니아라 스릴러인줄 알고 봤는데ㅡㅡ 결론은 개만족ㅋㅋ,10
